,idSucursal,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
178,490,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cordoba 1631,-34.599232,-58.390542,Recoleta I,Supermercado
179,491,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Montes De Oca 970,-34.639340999999995,-58.374389,Barracas,Supermercado
180,510,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Diaz Velez None,-34.608489,-58.42161700000001,Almagro,Supermercado
181,511,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 3221,-34.610492,-58.412303,Once,Supermercado
182,512,10,2,Market,Inc S.A.,Ar-B,Pilar,Ramirez 43,-34.454772,-58.91015400000001,Pilar Super,Supermercado
183,514,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Beiro 3342,-34.598696999999994,-58.500132,Villa Del Parque,Supermercado
184,515,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Fco. Beiro 5204,-34.6132,-58.523415,Devoto,Supermercado
185,516,10,2,Market,Inc S.A.,Ar-B,San Isidro,Cosme Beccar 437,-34.470353,-58.514687,San Isidro Super,Supermercado
186,517,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 2039,-34.609227000000004,-58.395539,Congreso,Supermercado
187,518,10,2,Market,Inc S.A.,Ar-B,Olivos,Av. Maipu 2960,-34.508824,-58.492046,Olivos,Supermercado
188,519,10,2,Market,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Federico Lacroze 3117,-34.577279,-58.449064,Conde,Supermercado
189,601,10,2,Market,Inc S.A.,Ar-T,Yerba Buena,Av. Aconquija 1591,-26.8129,-65.292314,Yerba Buena,Supermercado
190,62,10,2,Market,Inc S.A.,Ar-B,Pilar,Panamericana Ramal Pilar None,-34.449813,-58.916319,Champagnat,Hipermercado
191,196,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Corrientes 3651,-34.603633,-58.416192,Corrientes 3651,Supermercado
192,199,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cordoba 1439,-34.599262,-58.387552,Av. Cordoba 1439,Autoservicio
193,200,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 8421,-34.633706,-58.482029,Av. Rivadavia 8421,Autoservicio
194,213,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Paraguay 919,-34.597675,-58.380133,Paraguay 919,Autoservicio
195,242,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Nazca 25,-34.630371999999994,-58.469692,Av. Nazca 25,Supermercado
196,247,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. La Plata 430,-34.619772,-58.428125,Av. La Plata 430,Supermercado
197,250,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Carlos Pellegrini 587,-34.601524,-58.380994,Carlos Pellegrini 587,Supermercado
198,251,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Arce 728,-34.568676,-58.434871,Arce 728,Supermercado
199,260,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gral. Las Heras 2397,-34.586508,-58.398127,Av. Gral. Las Heras 2397,Autoservicio
200,265,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Angel Gallardo 30,-34.602404,-58.432602,Angel Gallardo 30,Autoservicio
201,291,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Piedras 383,-34.612572,-58.377673,Piedras 383,Autoservicio
202,298,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Formosa 565,-34.621316,-58.436261,Formosa 565,Autoservicio
203,299,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Arenales 975,-34.594016,-58.381012,Arenales 975,Autoservicio
204,300,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Gral. Deheza 2239,-34.540539,-58.47205200000001,Gral Deheza 2239,Autoservicio
205,301,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Pueyrredon 2464,-34.585915,-58.394398,Av. Pueyrredon 2464,Autoservicio
206,302,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Esmeralda 823,-34.598622,-58.378291,Esmeralda 823,Autoservicio
207,303,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Talcahuano 841,-34.598783000000005,-58.385461,Talcahuano 841,Autoservicio
208,304,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Suipacha 726,-34.599822,-58.379713,Suipacha 726,Autoservicio
209,306,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Fray Justo Sta. Maria De Oro 2709,-34.577198,-58.42235600000001,Fray Justo Santa Maria De Oro 2709,Autoservicio
210,307,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gral. Las Heras 1936,-34.590737,-58.393414,Av. Gral. Las Heras 1936,Autoservicio
211,308,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Maipu 171,-34.606155,-58.37645300000001,Maipu 171,Autoservicio
212,309,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Campana 3050,-34.602612,-58.49646,Campana 3050,Autoservicio
213,310,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Chivilicoy 3840,-34.600568,-58.511327,Chivilicoy 3840,Autoservicio
214,311,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Monroe 2771,-34.560168,-58.46318,Monroe 2771,Autoservicio
215,312,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Cerviño 4634,-34.575307,-58.422856,Cerviño 4634,Autoservicio
216,313,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Montañeses 2267,-34.555966,-58.45004599999999,Montañeses 2267,Autoservicio
217,314,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Segurola 2344 2344,-34.614787,-58.505674,Segurola 2344,Autoservicio
218,315,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Jose Pedro Varela 3191,-34.598396,-58.497333,Jose Pedro Varela 3191,Autoservicio
219,316,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Ramon Falcon 2402,-34.630139,-58.462242,Ramon Falcon 2402,Autoservicio
220,317,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Anchorena 1253,-34.594766,-58.406363,Anchorena 1253,Autoservicio
221,318,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Arroyo 859,-34.591563,-58.379252,Arroyo 859,Autoservicio
222,320,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Sucre 2480,-34.564492,-58.45586899999999,Sucre 2480,Autoservicio
223,321,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Cangallo 33,-34.6061,-58.431299,Cangallo 33,Autoservicio
224,322,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Del Carril 3210,-34.593274,-58.502323,Del Carril 3210,Autoservicio
225,323,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Montes De Oca 304,-34.632222,-58.375998,Montes De Oca 304,Autoservicio
226,324,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Directorio 1766,-34.631045,-58.452608,Directorio 1766,Autoservicio
227,325,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Vidal 2357,-34.561751,-58.462283,Vidal 2357,Autoservicio
228,326,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Alvarez Jonte 4872,-34.620277,-58.506577,Jonte 4872,Autoservicio
229,327,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gral. Las Heras 2643,-34.584822,-58.40004,Las Heras 2643,Autoservicio
230,328,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Godoy Cruz 2793,-34.577797,-58.42433199999999,Godoy Cruz 2793,Autoservicio
231,329,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Lavalle 1749,-34.603041999999995,-58.391768000000006,Lavalle 1749,Autoservicio
232,330,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Fitz Roy 2470,-34.577794,-58.429157,Fitz Roy 2470,Autoservicio
233,331,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Charcas 3171,-34.592437,-58.41086899999999,Charcas 3171,Autoservicio
234,332,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Billinghurst 1380,-34.593956,-58.41291,Billinghurst 1380,Autoservicio
235,334,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Paraguay 521,-34.597351,-58.374515,Paraguay 521,Autoservicio
236,335,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Cuba 2776,-34.554653,-58.46029,Cuba 2776,Autoservicio
237,336,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Charcas 3315,-34.591312,-58.412544,Charcas 3315 Ii,Autoservicio
238,337,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Federico Lacroze 2566,-34.572189,-58.446058,Lacroze 2566,Autoservicio
239,338,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Tucuman 831,-34.601177,-58.378613,Tucuman 831,Autoservicio
240,339,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. De Los Incas 4466,-34.581140000000005,-58.473713,Los Incas 4466,Supermercado
241,340,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Ortega Y Gasset 1876,-34.570715,-58.43287,Ortega Y Gaset 1876,Autoservicio
242,341,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Viamonte 351,-34.599672,-58.372053,Viamonte 351,Supermercado
243,343,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Amenabar 1187,-34.569917,-58.45046899999999,Amenabar 1187,Autoservicio
244,344,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Marcelo T. De Alvear 2251,-34.596862,-58.399571,M. T. De Alvear 2251,Autoservicio
245,345,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Pueyrredon 672,-34.602287,-58.405074,Pueyrredon 672,Autoservicio
246,346,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Suarez 1599,-34.63841,-58.373366,Suarez 1599,Autoservicio
247,347,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Josa Andres Pacheco De Melo 2648,-34.586853999999995,-58.401466000000006,P. De Melo 2648,Autoservicio
248,348,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 3421,-34.610752000000005,-58.414782,Rivadavia 3421,Autoservicio
249,349,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cabildo 34,-34.574828000000004,-58.436126,Cabildo 34,Autoservicio
250,350,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Humboldt 1982,-34.582757,-58.433094,Humboldt 1982,Autoservicio
251,351,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Echeverria 2067,-34.560973,-58.452616000000006,Echeverria 2067,Autoservicio
252,352,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Rodriguez Peña 1185,-34.595055,-58.392,Rodriguez Peña 1185,Autoservicio
253,353,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Talcahuano 467,-34.60322,-58.385088,Talcahuano 467,Autoservicio
254,354,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Parana 1053,-34.59632,-58.388332,Parana 1053,Autoservicio
255,355,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Pueyrredon 1054,-34.59788,-58.40378199999999,Pueyrredon 1054,Autoservicio
256,356,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Callao 1289,-34.594087,-58.393061,Callao 1289,Autoservicio
257,357,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Sarmiento 1592,-34.605506,-58.38923000000001,Sarmiento 1592,Autoservicio
258,360,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. De Los Incas 5174,-34.586703,-58.481354,Los Incas 5174,Autoservicio
259,361,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Moldes 1718,-34.567226,-58.45653100000001,Moldes 1718,Autoservicio
260,362,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Directorio 1063,-34.629168,-58.442438,Directorio 1063,Autoservicio
261,363,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Independencia 1833,-34.618097,-58.392208,Independencia 1833,Autoservicio
262,364,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Ciudad De La Paz 353,-34.573878,-58.442051,Ciudad De La Paz 353,Autoservicio
263,365,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Nazca 1944,-34.612145,-58.480997,Nazca 1944,Autoservicio
264,367,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Estado De Israel 4309,-34.597862,-58.426805,Estado De Israel 4309,Autoservicio
265,368,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Cuba 2919,-34.553375,-58.462109,Cuba 2919,Autoservicio
266,369,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Caseros 2864,-34.636786,-58.40316899999999,Caseros 2864,Autoservicio
267,370,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Juan Bautista Alberdi 371,-34.622738,-58.43315,J. Bautista Alberdi 371,Autoservicio
268,371,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Olazabal 5483,-34.579005,-58.49039300000001,Olazabal 5483,Autoservicio
269,373,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,11 De Septiembre 3910,-34.543233,-58.463148,11 De Septiembre 3910,Autoservicio
270,374,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Dr. Romulo Naon 2401,-34.567331,-58.47278000000001,Romulo Naon 2401,Autoservicio
271,375,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Esmeralda 428,-34.603219,-58.37811600000001,Esmeralda 428,Autoservicio
272,376,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Alvarez Jonte 3709,-34.613367,-58.493678,Jonte 3709,Autoservicio
273,378,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Billinghurst 1876,-34.588997,-58.40905,Billinghurst 1876,Autoservicio
274,379,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Maipu 26,-34.60788400000001,-58.37647,Maipu 26,Autoservicio
275,380,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Otamendi 454,-34.611146999999995,-58.433683,Otamendi 454,Autoservicio
276,391,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Cabildo 2865,-34.555786,-58.462146,Cabildo 2865,Autoservicio
277,392,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Jorge Luis Borges 2463,-34.582215999999995,-58.421027,J. L. Borges 2463-65,Supermercado
278,394,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Santa Fe 4489,-34.579302,-58.424094,Santa Fe 4489-91,Autoservicio
279,395,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Federico Lacroze 4106,-34.585892,-58.454272,Federico Lacroze 4106,Autoservicio
280,396,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. San Martin 2289,-34.604107,-58.459865,San Martin 2289,Autoservicio
281,397,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Corrientes 5980,-34.593559,-58.44566800000001,Corrientes 5980,Autoservicio
282,398,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Rivadavia 9436,-34.637117,-58.496795,Av. Rivadavia 9436,Autoservicio
283,400,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Del Barco Centenera 177,-34.621665,-58.441093,Centenera 177,Supermercado
284,402,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Corrientes 1974,-34.604525,-58.394643,Av. Corrientes 1974,Autoservicio
285,403,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Santa Fe 5052,-34.576785,-58.43099399999999,Av. Santa Fe 5052,Autoservicio
286,404,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Medrano 686,-34.602154,-58.420866,Medrano 686,Autoservicio
287,405,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Juan Bautista Alberdi 5719,-34.650644,-58.501702,J. Bautista Alberdi 5719-23,Autoservicio
288,406,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Salta 1637,-34.627247,-58.383,Salta 1637-39,Autoservicio
289,408,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Peru 916,-34.618745000000004,-58.374322,Peru 916,Autoservicio
290,409,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gaona 3567,-34.620882,-58.475217,Gaona 3567,Autoservicio
291,410,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Tucuman 2173,-34.602117,-58.398071,Tucuman 2173,Autoservicio
292,411,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Eva Peron 3479,-34.644703,-58.464687,Eva Peron 3479,Autoservicio
293,412,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Caseros 3535,-34.638635,-58.415077,Av. Caseros 3535,Autoservicio
294,413,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Venezuela 4086,-34.617797,-58.42222,Venezuela 4086,Autoservicio
295,414,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. San Juan 3900,-34.626152000000005,-58.420171,Av. San Juan 3900,Autoservicio
296,415,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. San Juan 4351,-34.62676,-58.426136,Av. San Juan 4351,Autoservicio
297,416,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Almafuerte 880,-34.648144,-58.415872,Av. Almafuerte 880,Autoservicio
298,417,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Fray C. Rodriguez 464,-34.624494,-58.464622,Fray C. Rodriguez 464,Autoservicio
299,418,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Carlos Calvo 1826,-34.620294,-58.39220400000001,Carlos Calvo 1826,Autoservicio
300,419,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Olavarria 469,-34.636459,-58.35943,Olavarria 469,Autoservicio
301,420,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Gaona 1384,-34.608803,-58.448623,Av. Gaona 1384,Autoservicio
302,421,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Belgrano 3447,-34.615542,-58.415062,Av. Belgrano 3447,Autoservicio
303,422,10,3,Express,Inc S.A.,Ar-B,Lomas De Zamora,Murature 2169,-34.707006,-58.438947,Murature 2169,Autoservicio
304,423,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Av. Castañares 4854,-34.667069,-58.472973,Av. Castañares 4854,Autoservicio
305,424,10,3,Express,Inc S.A.,Ar-B,Lujan,Bartolome Mitre 226,-34.565687,-59.119412,Mitre 226,Autoservicio
306,425,10,3,Express,Inc S.A.,Ar-B,Jose Leon Suarez,Av. Brig. Gral. Juan Manuel De Rosas 2553,-34.531045,-58.57540899999999,J. M. De Rosas 2553,Autoservicio
307,426,10,3,Express,Inc S.A.,Ar-C,Ciudad Autonoma De Buenos Aires,Montañeses 2067,-34.557692,-58.448568,Montañeses 2067,Autoservicio
308,427,10,3,Express,Inc S.A.,Ar-B,Haedo,Av. Rivadavia 16051,-34.645017,-58.590601,Av. Rivadavia 16051,Supermercado
309,428,10,3,Express,Inc S.A.,Ar-B,Adolfo Sordeaux,Rosario 4558,-34.50241,-58.668448,Rosario 4558,Autoservicio
310,429,10,3,Express,Inc S.A.,Ar-B,Villa Ballester,Independencia 4731,-34.550588,-58.554484,Independencia 4731,Supermercado
311,430,10,3,Express,Inc S.A.,Ar-B,San Martin,Carrillo 2170,-34.575875,-58.538738,Carrillo 2170,Autoservicio
312,431,10,3,Express,Inc S.A.,Ar-B,Victoria,Av. Pdte. Tte. Gral. J. D. Peron 3283,-34.453474,-58.538348,Av. Peron 3283,Supermercado
313,433,10,3,Express,Inc S.A.,Ar-B,Del Viso,Av. Ing. Eduardo Madero 1050,-34.449447,-58.797046,Madero 1050 Ruta 26,Autoservicio
314,435,10,3,Express,Inc S.A.,Ar-B,Maquinista Savio,Rp26 162,-34.408965,-58.771632,Ruta 26 - 162,Autoservicio
315,436,10,3,Express,Inc S.A.,Ar-B,Villa Adelina,Parana 6543,-34.525713,-58.548663,Parana 6543,Autoservicio
316,437,10,3,Express,Inc S.A.,Ar-B,Beccar,Centenario 1890,-34.461333,-58.527173,Centenario 1890,Supermercado
317,438,10,3,Express,Inc S.A.,Ar-B,Los Polvorines,25 De Mayo 2650,-34.500302000000005,-58.694886,25 De Mayo 2650,Supermercado
318,439,10,3,Express,Inc S.A.,Ar-B,Castelar,Gob. Arias 2420,-34.651086,-58.642884,Gob. Arias 2420,Supermercado
319,440,10,3,Express,Inc S.A.,Ar-B,Tigre,Av. Cazon 1336,-34.424942,-58.57798,Av. Cazon 1336,Autoservicio
320,441,10,3,Express,Inc S.A.,Ar-B,Munro,Velez Sarsfield 4690,-34.530695,-58.524438,Velez Sarsfield 4690,Autoservicio
321,442,10,3,Express,Inc S.A.,Ar-B,Moron,Sarmiento 837,-34.648019,-58.620217,Sarmiento 837,Supermercado
322,443,10,3,Express,Inc S.A.,Ar-B,Don Bosco,Los Tilos 711,-34.69753,-58.302113,Los Tilos 711,Autoservicio
323,444,10,3,Express,Inc S.A.,Ar-B,Florencio Varela,Camino Gral. Belgrano 6498,-34.78047,-58.26313,C. General Belgrano 6498,Autoservicio
324,445,10,3,Express,Inc S.A.,Ar-B,La Plata,Av. Arana 231,-34.85116,-58.07703000000001,Av. Arana 231,Supermercado
325,446,10,3,Express,Inc S.A.,Ar-B,Monte Chingolo,Eva Peron 4461,-34.729203000000005,-58.352892,Eva Peron 4461,Autoservicio
326,447,10,3,Express,Inc S.A.,Ar-B,Lanus,Cnel. D Elia 1649,-34.690746999999995,-58.40845899999999,Cnel. D´Elia 1649,Autoservicio
327,448,10,3,Express,Inc S.A.,Ar-B,Burzaco,Carlos Pellegrini 844,-34.82818,-58.390159,Carlos Pellegrini 844,Autoservicio
328,449,10,3,Express,Inc S.A.,Ar-B,Florencio Varela,Sallares 151,-34.808046000000004,-58.275429,Sallares 151,Supermercado
329,450,10,3,Express,Inc S.A.,Ar-B,Longchamps,Bolivar 1343,-34.859301,-58.386273,Bolivar 1343,Autoservicio
330,451,10,3,Express,Inc S.A.,Ar-B,Almirante Brown,Guatambu 12,-34.815906,-58.427561,Guatambu 12,Autoservicio
331,452,10,3,Express,Inc S.A.,Ar-B,Ezpeleta,Av. Centenario 5331,-34.753173,-58.238291,Av. Centenario 5331,Autoservicio
332,453,10,3,Express,Inc S.A.,Ar-B,Banfield,Martin Rodriguez 1399,-34.735217,-58.433859,Martin Rodriguez 1399,Supermercado
333,454,10,3,Express,Inc S.A.,Ar-B,Quilmes,Av. Mitre 573,-34.720261,-58.254951,Mitre 573,Autoservicio
334,455,10,3,Express,Inc S.A.,Ar-B,Gerli,Av. Hipolito Yrigoyen 2323,-34.684697,-58.386613,Av. H.Yrigoyen 2323,Autoservicio
335,456,10,3,Express,Inc S.A.,Ar-B,Remedios De Escalada,Av. Gral. Jose De San Martin 3960,-34.710793,-58.422569,San Martin 3960,Autoservicio
336,457,10,3,Express,Inc S.A.,Ar-B,Glew,Sarmiento 72,-34.889129,-58.38527,Sarmiento 72,Supermercado
337,458,10,3,Express,Inc S.A.,Ar-B,Budge,Claudio De Alas 2146,-34.720449,-58.462849,Claudio De Alas 2146,Autoservicio
338,459,10,3,Express,Inc S.A.,Ar-B,Lanus,Camino Gral. Belgrano 4861,-34.722369,-58.33900500000001,C. General Belgrano 4861,Autoservicio
339,460,10,3,Express,Inc S.A.,Ar-B,Lanus,Eva Peron 3330,-34.720952000000004,-58.36308100000001,Eva Peron 3330,Autoservicio
340,461,10,3,Express,Inc S.A.,Ar-B,Lomas De Zamora,Salta 160,-34.810018,-58.457241,Salta 160,Autoservicio
341,462,10,3,Express,Inc S.A.,Ar-B,Quilmes,12 De Octubre 520,-34.729681,-58.263922,12 De Octubre 520,Autoservicio
342,463,10,3,Express,Inc S.A.,Ar-B,Valentin Alsina,Pres. Tte. Gral. J. D. Peron 2640,-34.673516,-58.406289,J. D. Peron 2640,Autoservicio
343,464,10,3,Express,Inc S.A.,Ar-B,Lomas De Zamora,Av. Eva Peron 5492,-34.752493,-58.343235,Av. Peron 5492,Autoservicio
344,465,10,3,Express,Inc S.A.,Ar-B,Wilde,Av. Mitre 6328,-34.704182,-58.316933,Av. Mitre 6328,Supermercado
345,466,10,3,Express,Inc S.A.,Ar-B,Lanus,29 De Septiembre 1880,-34.706481,-58.38985400000001,29 De Septiembre 1880,Autoservicio
346,467,10,3,Express,Inc S.A.,Ar-B,Moreno,Bvard. A. Alcorta 2854,-34.650363,-58.791172,Alcorta 2854,Supermercado
347,468,10,3,Express,Inc S.A.,Ar-B,Isidro Casanova,Juan Manuel De Rosas 6956,-34.704435,-58.58295500000001,J. M. De Rosas 6956,Autoservicio
